|||Timestamp (ms)||	Feedback|||
134 -1.0;0.0;0.0;0.0;0;0;0;0
1126 Resetting the RTOS
2765 X Encoder Successfully Initialized
2767 X Limit Switch Successfully Initialized
2779 Z Encoder Successfully Initialized
2780 Z Limit Switch Successfully Initialized
2782 Y Encoder Successfully Initialized
2794 Y Limit Switch Successfully Initialized
2795 P Encoder Successfully Initialized
2797 P Limit Switch Successfully Initialized
2808 X Stepper Successfully Initialized
2810 Z Stepper Successfully Initialized
2822 Y Stepper Successfully Initialized
2825 P Stepper Successfully Initialized
2838 Running the MUVI Manipulator RTOS
3042 -1.0;0.0;0.0;0.0;0;0;0;0
12329 e;x
13785 0.0;0.0;0.0;0.0;0;0;0;0
42351 d;x
43800 -1.0;0.0;0.0;0.0;0;0;0;0
53914 e;x
55350 0.0;0.0;0.0;0.0;0;0;0;0
58416 t;x;4
59864 2.0;0.0;0.0;0.0;0;0;0;0
63816 m;x
65315 -173.0;0.0;0.0;0.0;0;0;0;0
65366 -182.0;0.0;0.0;0.0;0;0;0;0
65418 -197.0;0.0;0.0;0.0;0;0;0;0
65460 -208.0;0.0;0.0;0.0;0;0;0;0
65513 -222.0;0.0;0.0;0.0;0;0;0;0
65555 -232.0;0.0;0.0;0.0;0;0;0;0
65608 -248.0;0.0;0.0;0.0;0;0;0;0
65649 -262.0;0.0;0.0;0.0;0;0;0;0
65700 -272.0;0.0;0.0;0.0;0;0;0;0
65752 -294.0;0.0;0.0;0.0;0;0;0;0
65795 -303.0;0.0;0.0;0.0;0;0;0;0
65847 -317.0;0.0;0.0;0.0;0;0;0;0
65899 -334.0;0.0;0.0;0.0;0;0;0;0
65942 -348.0;0.0;0.0;0.0;0;0;0;0
65995 -370.0;0.0;0.0;0.0;0;0;0;0
66037 -379.0;0.0;0.0;0.0;0;0;0;0
66090 -397.0;0.0;0.0;0.0;0;0;0;0
66142 -414.0;0.0;0.0;0.0;0;0;0;0
66193 -433.0;0.0;0.0;0.0;0;0;0;0
66235 -449.0;0.0;0.0;0.0;0;0;0;0
66298 -469.0;0.0;0.0;0.0;0;0;0;0
66371 -499.0;0.0;0.0;0.0;0;0;0;0
66414 -513.0;0.0;0.0;0.0;0;0;0;0
66466 -534.0;0.0;0.0;0.0;0;0;0;0
66517 -553.0;0.0;0.0;0.0;0;0;0;0
66569 -574.0;0.0;0.0;0.0;0;0;0;0
66611 -593.0;0.0;0.0;0.0;0;0;0;0
66653 -609.0;0.0;0.0;0.0;0;0;0;0
66715 -634.0;0.0;0.0;0.0;0;0;0;0
66757 -655.0;0.0;0.0;0.0;0;0;0;0
66810 -678.0;0.0;0.0;0.0;0;0;0;0
66853 -695.0;0.0;0.0;0.0;0;0;0;0
66916 -718.0;0.0;0.0;0.0;0;0;0;0
66958 -739.0;0.0;0.0;0.0;0;0;0;0
67010 -764.0;0.0;0.0;0.0;0;0;0;0
67053 -784.0;0.0;0.0;0.0;0;0;0;0
67116 -815.0;0.0;0.0;0.0;0;0;0;0
67159 -830.9999;0.0;0.0;0.0;0;0;0;0
67211 -859.9999;0.0;0.0;0.0;0;0;0;0
67254 -879.0;0.0;0.0;0.0;0;0;0;0
67317 -909.9999;0.0;0.0;0.0;0;0;0;0
67360 -930.0;0.0;0.0;0.0;0;0;0;0
67412 -958.0;0.0;0.0;0.0;0;0;0;0
67465 -984.0;0.0;0.0;0.0;0;0;0;0
67517 -1010.0;0.0;0.0;0.0;0;0;0;0
67569 -1034.0;0.0;0.0;0.0;0;0;0;0
67622 -1065.0;0.0;0.0;0.0;0;0;0;0
67675 -1096.0;0.0;0.0;0.0;0;0;0;0
67728 -1119.0;0.0;0.0;0.0;0;0;0;0
67831 -1181.0;0.0;0.0;0.0;0;0;0;0
67933 -1235.0;0.0;0.0;0.0;0;0;0;0
68027 -1290.0;0.0;0.0;0.0;0;0;0;0
68130 -1350.0;0.0;0.0;0.0;0;0;0;0
68233 -1410.0;0.0;0.0;0.0;0;0;0;0
68345 -1474.0;0.0;0.0;0.0;0;0;0;0
68428 -1537.0;0.0;0.0;0.0;0;0;0;0
68531 -1595.0;0.0;0.0;0.0;0;0;0;0
68634 -1663.0;0.0;0.0;0.0;0;0;0;0
68726 -1730.0;0.0;0.0;0.0;0;0;0;0
68829 -1794.0;0.0;0.0;0.0;0;0;0;0
68932 -1863.0;0.0;0.0;0.0;0;0;0;0
69026 -1934.0;0.0;0.0;0.0;0;0;0;0
69129 -2004.0;0.0;0.0;0.0;0;0;0;0
69231 -2083.0;0.0;0.0;0.0;0;0;0;0
69333 -2150.0;0.0;0.0;0.0;0;0;0;0
69427 -2228.0;0.0;0.0;0.0;0;0;0;0
69531 -2304.0;0.0;0.0;0.0;0;0;0;0
69634 -2379.0;0.0;0.0;0.0;0;0;0;0
69726 -2458.0;0.0;0.0;0.0;0;0;0;0
69828 -2537.0;0.0;0.0;0.0;0;0;0;0
69932 -2627.0;0.0;0.0;0.0;0;0;0;0
70035 -2697.0;0.0;0.0;0.0;0;0;0;0
70128 -2777.0;0.0;0.0;0.0;0;0;0;0
70241 -2867.0;0.0;0.0;0.0;0;0;0;0
70334 -2936.0;0.0;0.0;0.0;0;0;0;0
70437 -3016.0;0.0;0.0;0.0;0;0;0;0
70529 -3096.0;0.0;0.0;0.0;0;0;0;0
70632 -3186.0;0.0;0.0;0.0;0;0;0;0
70735 -3256.0;0.0;0.0;0.0;0;0;0;0
70828 -3336.0;0.0;0.0;0.0;0;0;0;0
70932 -3416.0;0.0;0.0;0.0;0;0;0;0
71035 -3496.0;0.0;0.0;0.0;0;0;0;0
71128 -3576.0;0.0;0.0;0.0;0;0;0;0
71231 -3656.0;0.0;0.0;0.0;0;0;0;0
71335 -3736.0;0.0;0.0;0.0;0;0;0;0
71437 -3825.0;0.0;0.0;0.0;0;0;0;0
71540 -3906.0;0.0;0.0;0.0;0;0;0;0
71643 -3987.0;0.0;0.0;0.0;0;0;0;0
71735 -4069.0;0.0;0.0;0.0;0;0;0;0
71838 -4146.0;0.0;0.0;0.0;0;0;0;0
71930 -4217.0;0.0;0.0;0.0;0;0;0;0
72033 -4298.0;0.0;0.0;0.0;0;0;0;0
72135 -4378.0;0.0;0.0;0.0;0;0;0;0
72239 -4467.0;0.0;0.0;0.0;0;0;0;0
72332 -4538.0;0.0;0.0;0.0;0;0;0;0
72434 -4618.0;0.0;0.0;0.0;0;0;0;0
72536 -4699.0;0.0;0.0;0.0;0;0;0;0
72629 -4779.0;0.0;0.0;0.0;0;0;0;0
72732 -4859.0;0.0;0.0;0.0;0;0;0;0
72835 -4948.0;0.0;0.0;0.0;0;0;0;0
72937 -5019.0;0.0;0.0;0.0;0;0;0;0
73031 -5099.0;0.0;0.0;0.0;0;0;0;0
73134 -5179.0;0.0;0.0;0.0;0;0;0;0
73236 -5260.0;0.0;0.0;0.0;0;0;0;0
73329 -5340.0;0.0;0.0;0.0;0;0;0;0
73432 -5420.0;0.0;0.0;0.0;0;0;0;0
73534 -5500.0;0.0;0.0;0.0;0;0;0;0
73637 -5579.0;0.0;0.0;0.0;0;0;0;0
73730 -5659.0;0.0;0.0;0.0;0;0;0;0
73833 -5739.0;0.0;0.0;0.0;0;0;0;0
73937 -5819.0;0.0;0.0;0.0;0;0;0;0
74030 -5899.0;0.0;0.0;0.0;0;0;0;0
74132 -5979.0;0.0;0.0;0.0;0;0;0;0
74235 -6058.0;0.0;0.0;0.0;0;0;0;0
74337 -6138.0;0.0;0.0;0.0;0;0;0;0
74439 -6218.0;0.0;0.0;0.0;0;0;0;0
74533 -6298.0;0.0;0.0;0.0;0;0;0;0
74637 -6378.0;0.0;0.0;0.0;0;0;0;0
74740 -6457.0;0.0;0.0;0.0;0;0;0;0
74832 -6537.0;0.0;0.0;0.0;0;0;0;0
74935 -6617.0;0.0;0.0;0.0;0;0;0;0
75038 -6697.0;0.0;0.0;0.0;0;0;0;0
75142 -6789.0;0.0;0.0;0.0;0;0;0;0
75234 -6856.0;0.0;0.0;0.0;0;0;0;0
75336 -6946.0;0.0;0.0;0.0;0;0;0;0
75439 -7016.0;0.0;0.0;0.0;0;0;0;0
75532 -7096.0;0.0;0.0;0.0;0;0;0;0
75635 -7176.0;0.0;0.0;0.0;0;0;0;0
75738 -7256.0;0.0;0.0;0.0;0;0;0;0
75842 -7346.0;0.0;0.0;0.0;0;0;0;0
75935 -7416.0;0.0;0.0;0.0;0;0;0;0
76038 -7496.0;0.0;0.0;0.0;0;0;0;0
76132 -7576.0;0.0;0.0;0.0;0;0;0;0
76234 -7656.0;0.0;0.0;0.0;0;0;0;0
76336 -7736.0;0.0;0.0;0.0;0;0;0;0
76439 -7816.0;0.0;0.0;0.0;0;0;0;0
76531 -7897.0;0.0;0.0;0.0;0;0;0;0
76634 -7977.0;0.0;0.0;0.0;0;0;0;0
76737 -8068.0;0.0;0.0;0.0;0;0;0;0
76840 -8147.0;0.0;0.0;0.0;0;0;0;0
76943 -8226.0;0.0;0.0;0.0;0;0;0;0
